"","Gene","seqnames","start","end","width","strand","ranges"
"38182","AT5G45830","5",18589482,18591400,1919,"-","18589482-18591400"
"38184","AT5G45840","5",18594080,18597221,3142,"-","18594080-18597221"
"38185","AT5G45850","5",18599759,18601570,1812,"-","18599759-18601570"
"38186","AT5G45860","5",18604101,18604586,486,"-","18604101-18604586"
"38187","AT5G45870","5",18606564,18607043,480,"-","18606564-18607043"
"38188","AT5G45875","5",18608457,18608911,455,"-","18608457-18608911"
"38189","AT5G45880","5",18609664,18611166,1503,"-","18609664-18611166"
"38190","AT5G45890","5",18613259,18614930,1672,"+","18613259-18614930"
"38191","AT5G45900","5",18615222,18618560,3339,"+","18615222-18618560"
"38192","AT5G45905","5",18619461,18619870,410,"+","18619461-18619870"
"38193","AT5G45910","5",18620299,18622301,2003,"-","18620299-18622301"
"38194","AT5G45920","5",18622759,18624785,2027,"+","18622759-18624785"
"38195","AT5G45930","5",18628007,18629697,1691,"+","18628007-18629697"
"38196","AT5G45940","5",18629562,18630691,1130,"-","18629562-18630691"
"38198","AT5G45950","5",18634079,18636699,2621,"+","18634079-18636699"
"38199","AT5G45960","5",18637023,18640361,3339,"-","18637023-18640361"
"38200","AT5G45970","5",18643734,18645966,2233,"+","18643734-18645966"
"38201","AT5G45973","5",18646928,18647038,111,"-","18646928-18647038"
"38202","AT5G45980","5",18648909,18650836,1928,"+","18648909-18650836"
"38203","AT5G45990","5",18651324,18653892,2569,"+","18651324-18653892"
"38204","AT5G46000","5",18654319,18656376,2058,"-","18654319-18656376"
"38205","AT5G46010","5",18660584,18661183,600,"+","18660584-18661183"
"38206","AT5G46013","5",18661760,18661909,150,"-","18661760-18661909"
"38207","AT5G46020","5",18662846,18664874,2029,"-","18662846-18664874"
"38208","AT5G46025","5",18665255,18665596,342,"-","18665255-18665596"
"38209","AT5G46030","5",18670117,18671373,1257,"+","18670117-18671373"
"38210","AT5G46040","5",18671397,18673551,2155,"-","18671397-18673551"
"38211","AT5G46050","5",18675035,18679146,4112,"-","18675035-18679146"
"38212","AT5G46060","5",18681326,18682630,1305,"+","18681326-18682630"
"38213","AT5G46070","5",18683364,18688707,5344,"+","18683364-18688707"
"38214","AT5G46080","5",18689542,18690857,1316,"-","18689542-18690857"
"38215","AT5G46090","5",18693485,18694129,645,"+","18693485-18694129"
"38216","AT5G46100","5",18694316,18695734,1419,"-","18694316-18695734"
"38217","AT5G46105","5",18698662,18698733,72,"-","18698662-18698733"
"38218","AT5G46110","5",18697235,18700656,3422,"+","18697235-18700656"
"38222","AT5G46115","5",18701320,18701740,421,"+","18701320-18701740"
"38224","AT5G46130","5",18702914,18704484,1571,"-","18702914-18704484"
"38225","AT5G46140","5",18704997,18706708,1712,"-","18704997-18706708"
"38227","AT5G46150","5",18708499,18710593,2095,"-","18708499-18710593"
"38228","AT5G46160","5",18711160,18712532,1373,"-","18711160-18712532"
"38230","AT5G46170","5",18714965,18716953,1989,"-","18714965-18716953"
"38231","AT5G46180","5",18718475,18721375,2901,"-","18718475-18721375"
"38232","AT5G46190","5",18723116,18726200,3085,"-","18723116-18726200"
"38234","AT5G46200","5",18727802,18730331,2530,"-","18727802-18730331"
"38235","AT5G46210","5",18731418,18736810,5393,"-","18731418-18736810"
"38236","AT5G46220","5",18738749,18742011,3263,"+","18738749-18742011"
"38237","AT5G46230","5",18742440,18743045,606,"-","18742440-18743045"
"38238","AT5G46240","5",18743566,18746730,3165,"-","18743566-18746730"
"38241","AT5G46250","5",18755311,18758281,2971,"+","18755311-18758281"
"38242","AT5G46260","5",18759102,18763358,4257,"-","18759102-18763358"
"38243","AT5G46270","5",18764349,18769090,4742,"-","18764349-18769090"
"38244","AT5G46280","5",18769697,18773658,3962,"-","18769697-18773658"
"38245","AT5G46290","5",18774086,18776735,2650,"-","18774086-18776735"
"38248","AT5G46295","5",18779796,18780205,410,"-","18779796-18780205"
"38249","AT5G46300","5",18783610,18784786,1177,"+","18783610-18784786"
"38250","AT5G46310","5",18785672,18786956,1285,"+","18785672-18786956"
"38251","AT5G46315","5",18787079,18787990,912,"+","18787079-18787990"
"38252","AT5G46320","5",18788246,18788888,643,"-","18788246-18788888"
"38253","AT5G46325","5",18790308,18790387,80,"+","18790308-18790387"
"38254","AT5G46330","5",18791736,18795546,3811,"+","18791736-18795546"
"38255","AT5G46340","5",18795926,18800094,4169,"-","18795926-18800094"
"38256","AT5G46350","5",18801218,18804043,2826,"-","18801218-18804043"
"38258","AT5G46360","5",18806821,18808224,1404,"-","18806821-18808224"
"38259","AT5G46370","5",18809576,18811772,2197,"-","18809576-18811772"
"38260","AT5G46380","5",18813088,18815974,2887,"-","18813088-18815974"
"38262","AT5G46390","5",18816604,18819345,2742,"+","18816604-18819345"
"38263","AT5G46400","5",18820032,18824650,4619,"+","18820032-18824650"
"38264","AT5G46410","5",18825103,18829221,4119,"+","18825103-18829221"
"38266","AT5G46417","5",18829781,18829888,108,"-","18829781-18829888"
"38267","AT5G46420","5",18829955,18832953,2999,"+","18829955-18832953"
"38268","AT5G46430","5",18833267,18834564,1298,"+","18833267-18834564"
"38270","AT5G46440","5",18834643,18835153,511,"+","18834643-18835153"
"38271","AT5G46450","5",18835618,18839546,3929,"+","18835618-18839546"
"38272","AT5G46460","5",18840305,18842398,2094,"+","18840305-18842398"
"38273","AT5G46470","5",18842701,18849741,7041,"+","18842701-18849741"
"38274","AT5G46490","5",18850776,18852862,2087,"+","18850776-18852862"
"38276","AT5G46500","5",18856454,18857787,1334,"+","18856454-18857787"
"38277","AT5G46510","5",18860451,18867013,6563,"+","18860451-18867013"
"38278","AT5G46520","5",18867767,18872415,4649,"+","18867767-18872415"
"38279","AT5G46530","5",18875525,18876898,1374,"+","18875525-18876898"
"38280","AT5G46540","5",18877192,18882347,5156,"-","18877192-18882347"
"38281","AT5G46550","5",18884309,18886939,2631,"-","18884309-18886939"
"38282","AT5G46560","5",18888061,18890462,2402,"+","18888061-18890462"
"38283","AT5G46570","5",18894402,18897406,3005,"+","18894402-18897406"
"38284","AT5G46580","5",18897445,18899645,2201,"-","18897445-18899645"
"38285","AT5G46590","5",18905325,18906848,1524,"+","18905325-18906848"
"38286","AT5G46595","5",18907523,18907594,72,"+","18907523-18907594"
"38287","AT5G46600","5",18907671,18910838,3168,"-","18907671-18910838"
"38288","AT5G46610","5",18912667,18915779,3113,"-","18912667-18915779"
"38291","AT5G46620","5",18917613,18919420,1808,"-","18917613-18919420"
"38293","AT5G46630","5",18920438,18923550,3113,"+","18920438-18923550"
"38294","AT5G46640","5",18924477,18926575,2099,"+","18924477-18926575"
"38296","AT5G46650","5",18930443,18931312,870,"+","18930443-18931312"
"38297","AT5G46660","5",18932181,18933098,918,"+","18932181-18933098"
"38299","AT5G46670","5",18939041,18940039,999,"+","18939041-18940039"
"38300","AT5G46680","5",18940969,18942602,1634,"+","18940969-18942602"
"38301","AT5G46690","5",18945615,18947637,2023,"+","18945615-18947637"
"38302","AT5G46700","5",18950917,18952629,1713,"+","18950917-18952629"
"38303","AT5G46710","5",18952616,18954692,2077,"-","18952616-18954692"
"38304","AT5G46720","5",18959169,18959749,581,"+","18959169-18959749"
"38305","AT5G46730","5",18964012,18965068,1057,"+","18964012-18965068"
"38307","AT5G46740","5",18965271,18968742,3472,"-","18965271-18968742"
"38308","AT5G46750","5",18969749,18971932,2184,"-","18969749-18971932"
"38309","AT5G46760","5",18974231,18976009,1779,"+","18974231-18976009"
"38310","AT5G46770","5",18977408,18978160,753,"+","18977408-18978160"
"38312","AT5G46780","5",18979041,18980057,1017,"+","18979041-18980057"
"38313","AT5G46790","5",18983870,18984759,890,"-","18983870-18984759"
"38314","AT5G46795","5",18986988,18988197,1210,"-","18986988-18988197"
"38315","AT5G46800","5",18988631,18990772,2142,"-","18988631-18990772"
"38316","AT5G46810","5",18991164,18993376,2213,"+","18991164-18993376"
"38317","AT5G46820","5",18993633,18996672,3040,"+","18993633-18996672"
"38318","AT5G46830","5",19002719,19004254,1536,"+","19002719-19004254"
"38320","AT5G46840","5",19005601,19007770,2170,"+","19005601-19007770"
"38321","AT5G46845","5",19009098,19009178,81,"-","19009098-19009178"
"38323","AT5G46850","5",19010714,19012038,1325,"+","19010714-19012038"
"38325","AT5G46860","5",19012021,19014004,1984,"-","19012021-19014004"
"38326","AT5G46870","5",19015233,19017063,1831,"+","19015233-19017063"
"38327","AT5G46871","5",19018101,19018443,343,"+","19018101-19018443"
"38328","AT5G46873","5",19021205,19021529,325,"+","19021205-19021529"
"38329","AT5G46874","5",19022383,19022699,317,"+","19022383-19022699"
"38331","AT5G46877","5",19025895,19026269,375,"+","19025895-19026269"
"38332","AT5G46880","5",19031350,19035731,4382,"+","19031350-19035731"
"38333","AT5G46890","5",19036296,19036916,621,"-","19036296-19036916"
"38334","AT5G46900","5",19039701,19040402,702,"-","19039701-19040402"
"38335","AT5G46910","5",19046858,19050880,4023,"+","19046858-19050880"
"38336","AT5G46915","5",19051568,19053200,1633,"-","19051568-19053200"
"38337","AT5G46920","5",19053628,19056007,2380,"+","19053628-19056007"
"38338","AT5G46930","5",19056655,19057191,537,"-","19056655-19057191"
"38339","AT5G46940","5",19058168,19058814,647,"-","19058168-19058814"
"38340","AT5G46950","5",19059519,19060121,603,"-","19059519-19060121"
"38341","AT5G46960","5",19062174,19062780,607,"-","19062174-19062780"
"38342","AT5G46970","5",19063918,19064412,495,"-","19063918-19064412"
"38343","AT5G46980","5",19065453,19066007,555,"-","19065453-19066007"
"38344","AT5G46990","5",19067692,19068255,564,"-","19067692-19068255"
"38345","AT5G47000","5",19068944,19070333,1390,"-","19068944-19070333"
"38346","AT5G47010","5",19072009,19079334,7326,"+","19072009-19079334"
"38347","AT5G47020","5",19081458,19090023,8566,"+","19081458-19090023"
"38348","AT5G47030","5",19090298,19092314,2017,"+","19090298-19092314"
"38349","AT5G47040","5",19093152,19098715,5564,"-","19093152-19098715"
"38350","AT5G47050","5",19106340,19108348,2009,"+","19106340-19108348"
"38351","AT5G47060","5",19116788,19118046,1259,"+","19116788-19118046"
"38352","AT5G47070","5",19118543,19120909,2367,"-","19118543-19120909"
"38353","AT5G47075","5",19122503,19122826,324,"-","19122503-19122826"
"38354","AT5G47077","5",19123506,19123779,274,"-","19123506-19123779"
"38355","AT5G47080","5",19124612,19126562,1951,"-","19124612-19126562"
"38359","AT5G47090","5",19127259,19128769,1511,"+","19127259-19128769"
"38360","AT5G47100","5",19129640,19132283,2644,"-","19129640-19132283"
"38361","AT5G47110","5",19133986,19135317,1332,"-","19133986-19135317"
"38362","AT5G47120","5",19136023,19137942,1920,"+","19136023-19137942"
"38363","AT5G47130","5",19141016,19142011,996,"+","19141016-19142011"
"38364","AT5G47140","5",19144635,19147489,2855,"+","19144635-19147489"
"38365","AT5G47150","5",19150045,19151793,1749,"+","19150045-19151793"
"38366","AT5G47160","5",19156731,19157978,1248,"+","19156731-19157978"
"38367","AT5G47170","5",19158508,19158960,453,"-","19158508-19158960"
"38368","AT5G47175","5",19160066,19160412,347,"-","19160066-19160412"
"38369","AT5G47180","5",19161142,19163432,2291,"-","19161142-19163432"
"38371","AT5G47190","5",19164246,19166107,1862,"-","19164246-19166107"
"38372","AT5G47200","5",19166902,19169026,2125,"+","19166902-19169026"
"38373","AT5G47210","5",19169022,19171263,2242,"-","19169022-19171263"
"38376","AT5G47220","5",19171862,19172823,962,"-","19171862-19172823"
"38378","AT5G47229","5",19179694,19179849,156,"-","19179694-19179849"
"38379","AT5G47230","5",19179939,19181129,1191,"+","19179939-19181129"
"38380","AT5G47240","5",19183601,19185644,2044,"+","19183601-19185644"
"38381","AT5G47250","5",19185794,19188745,2952,"-","19185794-19188745"
"38382","AT5G47260","5",19189411,19192516,3106,"+","19189411-19192516"
"38383","AT5G47280","5",19193157,19195559,2403,"+","19193157-19195559"
"38384","AT5G47290","5",19197040,19197431,392,"-","19197040-19197431"
"38385","AT5G47300","5",19198125,19199375,1251,"+","19198125-19199375"
"38386","AT5G47306","5",19200253,19200375,123,"+","19200253-19200375"
"38387","AT5G47310","5",19200782,19202921,2140,"+","19200782-19202921"
"38388","AT5G47320","5",19203151,19205272,2122,"+","19203151-19205272"
"38389","AT5G47330","5",19207099,19208822,1724,"+","19207099-19208822"
"38390","AT5G47340","5",19209507,19211134,1628,"+","19209507-19211134"
"38391","AT5G47350","5",19212689,19214453,1765,"+","19212689-19214453"
"38392","AT5G47360","5",19214445,19215878,1434,"-","19214445-19215878"
"38393","AT5G47370","5",19216312,19217909,1598,"-","19216312-19217909"
"38394","AT5G47380","5",19221472,19224591,3120,"-","19221472-19224591"
"38395","AT5G47390","5",19226790,19228858,2069,"+","19226790-19228858"
"38396","AT5G47400","5",19229162,19232586,3425,"+","19229162-19232586"
"38397","AT5G47420","5",19232836,19235059,2224,"+","19232836-19235059"
"38398","AT5G47430","5",19235631,19241221,5591,"-","19235631-19241221"
"38401","AT5G47435","5",19241703,19243532,1830,"+","19241703-19243532"
"38403","AT5G47440","5",19243531,19245350,1820,"-","19243531-19245350"
"38405","AT5G47450","5",19248249,19249504,1256,"-","19248249-19249504"
"38409","AT5G47455","5",19250722,19252132,1411,"+","19250722-19252132"
"38413","AT5G47460","5",19252463,19254193,1731,"-","19252463-19254193"
"38414","AT5G47470","5",19254598,19256378,1781,"+","19254598-19256378"
"38415","AT5G47480","5",19257420,19263424,6005,"+","19257420-19263424"
"38416","AT5G47490","5",19264675,19270800,6126,"+","19264675-19270800"
"38417","AT5G47500","5",19270959,19272883,1925,"-","19270959-19272883"
"38418","AT5G47510","5",19275048,19277056,2009,"+","19275048-19277056"
"38419","AT5G47520","5",19277361,19279736,2376,"-","19277361-19279736"
"38420","AT5G47530","5",19281374,19283061,1688,"+","19281374-19283061"
"38421","AT5G47540","5",19283029,19285698,2670,"-","19283029-19285698"
"38422","AT5G47550","5",19286450,19286995,546,"-","19286450-19286995"
"38423","AT5G47560","5",19287369,19290465,3097,"-","19287369-19290465"
"38424","AT5G47570","5",19292608,19294737,2130,"-","19292608-19294737"
"38425","AT5G47580","5",19294846,19297418,2573,"-","19294846-19297418"
"38426","AT5G47590","5",19297817,19299152,1336,"-","19297817-19299152"
"38427","AT5G47600","5",19299782,19300499,718,"-","19299782-19300499"
"38428","AT5G47610","5",19301188,19301913,726,"-","19301188-19301913"
"38431","AT5G47620","5",19302270,19304737,2468,"-","19302270-19304737"
"38434","AT5G47630","5",19306147,19307094,948,"+","19306147-19307094"
"38435","AT5G47635","5",19307048,19307895,848,"-","19307048-19307895"
"38436","AT5G47640","5",19309227,19310272,1046,"+","19309227-19310272"
"38437","AT5G47650","5",19310192,19312438,2247,"-","19310192-19312438"
"38438","AT5G47660","5",19313008,19314636,1629,"+","19313008-19314636"
"38439","AT5G47670","5",19315023,19316169,1147,"+","19315023-19316169"
"38441","AT5G47680","5",19316132,19317522,1391,"-","19316132-19317522"
"38442","AT5G47690","5",19317716,19327334,9619,"+","19317716-19327334"
"38445","AT5G47700","5",19327803,19328983,1181,"-","19327803-19328983"
"38447","AT5G47710","5",19329675,19331329,1655,"+","19329675-19331329"
"38452","AT5G47720","5",19331626,19334427,2802,"+","19331626-19334427"
"38455","AT5G47730","5",19334250,19337101,2852,"-","19334250-19337101"
"38457","AT5G47740","5",19338511,19339775,1265,"+","19338511-19339775"
"38459","AT5G47750","5",19339703,19342361,2659,"-","19339703-19342361"
"38460","AT5G47760","5",19342884,19345039,2156,"-","19342884-19345039"
"38461","AT5G47770","5",19345173,19347629,2457,"+","19345173-19347629"
"38462","AT5G47780","5",19347919,19350669,2751,"+","19347919-19350669"
"38463","AT5G47790","5",19351292,19353444,2153,"+","19351292-19353444"
"38464","AT5G47800","5",19353676,19356300,2625,"+","19353676-19356300"
"38465","AT5G47810","5",19356356,19358125,1770,"-","19356356-19358125"
"38467","AT5G47818","5",19364137,19364679,543,"-","19364137-19364679"
"38468","AT5G47820","5",19366483,19372387,5905,"+","19366483-19372387"
"38470","AT5G47830","5",19372898,19374311,1414,"-","19372898-19374311"
"38472","AT5G47840","5",19375441,19378339,2899,"+","19375441-19378339"
"38473","AT5G47850","5",19378701,19381082,2382,"-","19378701-19381082"
"38474","AT5G47860","5",19381519,19384422,2904,"+","19381519-19384422"
"38475","AT5G47870","5",19384368,19385869,1502,"-","19384368-19385869"
"38476","AT5G47880","5",19386100,19388562,2463,"-","19386100-19388562"
"38478","AT5G47890","5",19388737,19390629,1893,"+","19388737-19390629"
"38485","AT5G47900","5",19392289,19395135,2847,"+","19392289-19395135"
"38486","AT5G47910","5",19397443,19402061,4619,"+","19397443-19402061"
"38487","AT5G47920","5",19403173,19404088,916,"-","19403173-19404088"
"38488","AT5G47928","5",19405751,19405921,171,"-","19405751-19405921"
"38489","AT5G47930","5",19406163,19407400,1238,"-","19406163-19407400"
"38490","AT5G47940","5",19409242,19411893,2652,"-","19409242-19411893"
"38491","AT5G47950","5",19417031,19418546,1516,"-","19417031-19418546"
"38492","AT5G47960","5",19421384,19422533,1150,"-","19421384-19422533"
"38493","AT5G47970","5",19422203,19425811,3609,"+","19422203-19425811"
"38495","AT5G47980","5",19428888,19430476,1589,"+","19428888-19430476"
"38496","AT5G47990","5",19434827,19436689,1863,"+","19434827-19436689"
"38501","AT5G48000","5",19444138,19447850,3713,"-","19444138-19447850"
"38502","AT5G48010","5",19456960,19461689,4730,"+","19456960-19461689"
"38504","AT5G48020","5",19462658,19464957,2300,"-","19462658-19464957"
"38505","AT5G48030","5",19466011,19469902,3892,"-","19466011-19469902"
"38506","AT5G48040","5",19470139,19472445,2307,"+","19470139-19472445"
"38507","AT5G48050","5",19472661,19473770,1110,"-","19472661-19473770"
"38508","AT5G48060","5",19475296,19479002,3707,"+","19475296-19479002"
"38509","AT5G48070","5",19482106,19483452,1347,"+","19482106-19483452"
"38510","AT5G48090","5",19484165,19488657,4493,"+","19484165-19488657"
"38512","AT5G48100","5",19489327,19492744,3418,"-","19489327-19492744"
"38513","AT5G48110","5",19501157,19504357,3201,"-","19501157-19504357"
"38514","AT5G48120","5",19507902,19514854,6953,"-","19507902-19514854"
"38515","AT5G48130","5",19516102,19518513,2412,"+","19516102-19518513"
"38516","AT5G48140","5",19518770,19520528,1759,"-","19518770-19520528"
"38517","AT5G48150","5",19522255,19524653,2399,"-","19522255-19524653"
"38520","AT5G48160","5",19527837,19530316,2480,"-","19527837-19530316"
"38521","AT5G48170","5",19532537,19533265,729,"-","19532537-19533265"
"38522","AT5G48175","5",19539158,19539781,624,"+","19539158-19539781"
"38523","AT5G48180","5",19540937,19542426,1490,"-","19540937-19542426"
"38524","AT5G48190","5",19543479,19544169,691,"+","19543479-19544169"
"38525","AT5G48200","5",19545255,19547270,2016,"+","19545255-19547270"
"38526","AT5G48205","5",19546937,19547787,851,"-","19546937-19547787"
"38527","AT5G48210","5",19548414,19549141,728,"+","19548414-19549141"
"38529","AT5G48220","5",19549798,19552267,2470,"+","19549798-19552267"
"38531","AT5G48230","5",19552142,19555529,3388,"-","19552142-19555529"
"38534","AT5G48240","5",19559243,19561275,2033,"+","19559243-19561275"
"38536","AT5G48250","5",19561319,19563722,2404,"-","19561319-19563722"
"38537","AT5G48270","5",19564422,19565857,1436,"-","19564422-19565857"
"38538","AT5G48280","5",19567064,19567688,625,"-","19567064-19567688"
"38540","AT5G48290","5",19568917,19569799,883,"+","19568917-19569799"
"38541","AT5G48300","5",19570240,19572804,2565,"+","19570240-19572804"
"38543","AT5G48310","5",19574859,19580362,5504,"-","19574859-19580362"
"38544","AT5G48320","5",19581705,19584748,3044,"-","19581705-19584748"
"38545","AT5G48330","5",19585936,19587841,1906,"+","19585936-19587841"
"38547","AT5G48335","5",19587993,19589606,1614,"+","19587993-19589606"
"38549","AT5G48340","5",19590473,19593000,2528,"+","19590473-19593000"
"38550","AT5G48350","5",19593217,19594441,1225,"+","19593217-19594441"
"38551","AT5G48360","5",19595657,19598492,2836,"+","19595657-19598492"
"38552","AT5G48370","5",19598523,19600584,2062,"-","19598523-19600584"
"38554","AT5G48375","5",19601303,19603883,2581,"-","19601303-19603883"
"38555","AT5G48380","5",19604089,19607059,2971,"-","19604089-19607059"
"38556","AT5G48385","5",19608560,19612007,3448,"+","19608560-19612007"
"38557","AT5G48390","5",19612062,19615383,3322,"+","19612062-19615383"
"38558","AT5G48400","5",19616244,19618805,2562,"+","19616244-19618805"
"38560","AT5G48410","5",19620267,19623425,3159,"+","19620267-19623425"
"38561","AT5G48412","5",19623516,19624232,717,"-","19623516-19624232"
"38562","AT5G48420","5",19626362,19626790,429,"-","19626362-19626790"
"38563","AT5G48430","5",19627712,19629163,1452,"-","19627712-19629163"
"38564","AT5G48440","5",19629658,19632639,2982,"-","19629658-19632639"
"38566","AT5G48450","5",19632791,19635664,2874,"-","19632791-19635664"
"38567","AT5G48460","5",19636101,19639488,3388,"-","19636101-19639488"
"38568","AT5G48465","5",19641603,19641674,72,"+","19641603-19641674"
"38569","AT5G48470","5",19641744,19644362,2619,"+","19641744-19644362"
"38570","AT5G48480","5",19644675,19645889,1215,"+","19644675-19645889"
"38571","AT5G48485","5",19646232,19646802,571,"-","19646232-19646802"
"38572","AT5G48490","5",19647835,19648281,447,"-","19647835-19648281"
"38573","AT5G48500","5",19652991,19654244,1254,"+","19652991-19654244"
"38574","AT5G48510","5",19658080,19658882,803,"+","19658080-19658882"
"38575","AT5G48515","5",19659857,19660201,345,"-","19659857-19660201"
"38576","AT5G48520","5",19661213,19666436,5224,"+","19661213-19666436"
"38577","AT5G48530","5",19666837,19668830,1994,"-","19666837-19668830"
"38578","AT5G48540","5",19668964,19669920,957,"-","19668964-19669920"
"38579","AT5G48543","5",19674392,19675292,901,"+","19674392-19675292"
"38580","AT5G48545","5",19676117,19678109,1993,"+","19676117-19678109"
"38581","AT5G48550","5",19678917,19680560,1644,"+","19678917-19680560"
"38583","AT5G48560","5",19684006,19687151,3146,"+","19684006-19687151"
"38584","AT5G48570","5",19690542,19693845,3304,"-","19690542-19693845"
"38585","AT5G48575","5",19694150,19695065,916,"-","19694150-19695065"
"38586","AT5G48580","5",19695929,19698712,2784,"-","19695929-19698712"
"38587","AT5G48590","5",19698407,19699947,1541,"+","19698407-19699947"
"38588","AT5G48595","5",19700640,19701022,383,"+","19700640-19701022"
"38590","AT5G48600","5",19701877,19709130,7254,"+","19701877-19709130"
"38591","AT5G48605","5",19710215,19710578,364,"+","19710215-19710578"
"38592","AT5G48610","5",19711542,19715910,4369,"+","19711542-19715910"
"38593","AT5G48620","5",19716476,19721452,4977,"+","19716476-19721452"
"38595","AT5G48630","5",19721546,19723234,1689,"-","19721546-19723234"
"38596","AT5G48640","5",19723533,19725689,2157,"-","19723533-19725689"
"38597","AT5G48650","5",19726733,19729654,2922,"+","19726733-19729654"
"38598","AT5G48655","5",19731150,19733043,1894,"-","19731150-19733043"
"38602","AT5G48657","5",19733917,19735489,1573,"-","19733917-19735489"
"38603","AT5G48660","5",19736647,19738538,1892,"+","19736647-19738538"
"38604","AT5G48670","5",19738716,19739841,1126,"-","19738716-19739841"
"38605","AT5G48675","5",19744175,19744246,72,"-","19744175-19744246"
"38606","AT5G48680","5",19744431,19746190,1760,"-","19744431-19746190"
"38607","AT5G48690","5",19747026,19749061,2036,"-","19747026-19749061"
"38609","AT5G48700","5",19749494,19750013,520,"-","19749494-19750013"
"38610","AT5G48710","5",19755065,19755572,508,"-","19755065-19755572"
"38612","AT5G48720","5",19759609,19761721,2113,"+","19759609-19761721"
"38613","AT5G48730","5",19763152,19765272,2121,"+","19763152-19765272"
"38614","AT5G48740","5",19765195,19769369,4175,"-","19765195-19769369"
"38615","AT5G48750","5",19770052,19770819,768,"-","19770052-19770819"
"38616","AT5G48760","5",19771138,19772722,1585,"-","19771138-19772722"
"38618","AT5G48770","5",19773277,19777242,3966,"-","19773277-19777242"
"38619","AT5G48775","5",19774170,19776460,2291,"+","19774170-19776460"
"38621","AT5G48780","5",19777468,19779604,2137,"+","19777468-19779604"
"38622","AT5G48790","5",19779860,19782050,2191,"-","19779860-19782050"
"38623","AT5G48800","5",19786764,19789129,2366,"+","19786764-19789129"
"38624","AT5G48810","5",19789067,19790334,1268,"-","19789067-19790334"
"38626","AT5G48820","5",19792608,19794346,1739,"-","19792608-19794346"
"38627","AT5G48830","5",19800114,19803015,2902,"-","19800114-19803015"
"38629","AT5G48835","5",19803135,19803172,38,"+","19803135-19803172"
"38630","AT5G48840","5",19803557,19805077,1521,"-","19803557-19805077"
"38631","AT5G48850","5",19805437,19807759,2323,"-","19805437-19807759"
"38632","AT5G48860","5",19811651,19812865,1215,"-","19811651-19812865"
"38633","AT5G48870","5",19813346,19814554,1209,"+","19813346-19814554"
"38635","AT5G48880","5",19814395,19817897,3503,"-","19814395-19817897"
"38637","AT5G48890","5",19820353,19820874,522,"+","19820353-19820874"
"38638","AT5G48900","5",19825137,19829092,3956,"+","19825137-19829092"
"38639","AT5G48905","5",19831284,19831787,504,"+","19831284-19831787"
"38640","AT5G48910","5",19832872,19834934,2063,"-","19832872-19834934"
"38641","AT5G48920","5",19835337,19836122,786,"+","19835337-19836122"
"38642","AT5G48930","5",19836299,19838162,1864,"-","19836299-19838162"
"38643","AT5G48940","5",19839710,19843807,4098,"+","19839710-19843807"
"38644","AT5G48945","5",19844778,19845518,741,"+","19844778-19845518"
"38646","AT5G48950","5",19846180,19847435,1256,"+","19846180-19847435"
"38647","AT5G48953","5",19847711,19848250,540,"-","19847711-19848250"
"38648","AT5G48960","5",19849543,19853564,4022,"+","19849543-19853564"
"38650","AT5G48970","5",19856830,19859763,2934,"-","19856830-19859763"
"38651","AT5G48980","5",19860708,19862018,1311,"+","19860708-19862018"
"38652","AT5G48990","5",19862289,19863625,1337,"+","19862289-19863625"
"38653","AT5G49000","5",19864513,19865755,1243,"+","19864513-19865755"
"38655","AT5G49010","5",19866231,19868365,2135,"+","19866231-19868365"
"38658","AT5G49015","5",19869139,19870329,1191,"+","19869139-19870329"
"38659","AT5G49020","5",19871251,19874920,3670,"+","19871251-19874920"
"38661","AT5G49030","5",19874944,19882462,7519,"-","19874944-19882462"
"38664","AT5G49040","5",19882676,19883251,576,"-","19882676-19883251"
"38665","AT5G49050","5",19883929,19884381,453,"+","19883929-19884381"
"38666","AT5G49060","5",19886498,19888463,1966,"+","19886498-19888463"
"38667","AT5G49070","5",19888751,19890145,1395,"-","19888751-19890145"
"38671","AT5G49100","5",19897370,19899114,1745,"-","19897370-19899114"
"38672","AT5G49110","5",19900203,19905925,5723,"+","19900203-19905925"
"38674","AT5G49120","5",19908626,19909399,774,"-","19908626-19909399"
"38675","AT5G49130","5",19915872,19917525,1654,"+","19915872-19917525"
"38676","AT5G49138","5",19915868,19917277,1410,"-","19915868-19917277"
"38677","AT5G49140","5",19919085,19923415,4331,"-","19919085-19923415"
"38678","AT5G49150","5",19924383,19928527,4145,"+","19924383-19928527"
"38680","AT5G49152","5",19928880,19929377,498,"+","19928880-19929377"
"38681","AT5G49160","5",19932230,19938369,6140,"+","19932230-19938369"
"38682","AT5G49170","5",19938576,19939571,996,"-","19938576-19939571"
"38683","AT5G49180","5",19940678,19943007,2330,"-","19940678-19943007"
"38684","AT5G49190","5",19943282,19947189,3908,"-","19943282-19947189"
"38685","AT5G49200","5",19947796,19949055,1260,"-","19947796-19949055"
"38686","AT5G49210","5",19949722,19951687,1966,"+","19949722-19951687"
"38688","AT5G49215","5",19953487,19956116,2630,"+","19953487-19956116"
"38690","AT5G49220","5",19956437,19958833,2397,"+","19956437-19958833"
"38691","AT5G49230","5",19958873,19960544,1672,"-","19958873-19960544"
"38692","AT5G49240","5",19962934,19964351,1418,"+","19962934-19964351"
"38693","AT5G49250","5",19965343,19965945,603,"+","19965343-19965945"
