"","Gene","seqnames","start","end","width","strand","ranges"
"36433","AT5G34749","5",12951062,12952393,1332,"+","12951062-12952393"
"36434","AT5G34770","5",12955720,12960171,4452,"+","12955720-12960171"
"36435","AT5G34780","5",12961682,12963892,2211,"-","12961682-12963892"
"36436","AT5G34790","5",12966080,12968155,2076,"+","12966080-12968155"
"36437","AT5G34795","5",12969406,12970836,1431,"+","12969406-12970836"
"36438","AT5G34800","5",12971144,12973180,2037,"+","12971144-12973180"
"36439","AT5G34810","5",12974776,12975438,663,"+","12974776-12975438"
"36440","AT5G34820","5",12976650,12977309,660,"-","12976650-12977309"
"36441","AT5G34825","5",12979612,12981477,1866,"-","12979612-12981477"
"36442","AT5G34828","5",13094069,13094344,276,"-","13094069-13094344"
"36443","AT5G34829","5",12982671,12982889,219,"-","12982671-12982889"
"36444","AT5G34830","5",12981645,12982497,853,"+","12981645-12982497"
"36445","AT5G34831","5",12983242,12984120,879,"+","12983242-12984120"
"36446","AT5G34832","5",12984740,12985360,621,"+","12984740-12985360"
"36447","AT5G34833","5",12985525,12991092,5568,"-","12985525-12991092"
"36448","AT5G34834","5",12993229,12995709,2481,"+","12993229-12995709"
"36449","AT5G34835","5",12996228,12997214,987,"+","12996228-12997214"
"36450","AT5G34836","5",12998469,13001189,2721,"+","12998469-13001189"
"36451","AT5G34837","5",13005694,13006653,960,"+","13005694-13006653"
"36452","AT5G34838","5",13008218,13009492,1275,"+","13008218-13009492"
"36453","AT5G34839","5",13018225,13018805,581,"+","13018225-13018805"
"36454","AT5G34840","5",13054469,13055728,1260,"-","13054469-13055728"
"36455","AT5G34841","5",13020822,13022144,1323,"+","13020822-13022144"
"36456","AT5G34842","5",13023684,13026784,3101,"+","13023684-13026784"
"36457","AT5G34843","5",13027320,13029224,1905,"+","13027320-13029224"
"36458","AT5G34844","5",13032719,13035262,2544,"+","13032719-13035262"
"36459","AT5G34845","5",13036202,13038013,1812,"+","13036202-13038013"
"36460","AT5G34846","5",13041710,13043929,2220,"-","13041710-13043929"
"36461","AT5G34847","5",13046903,13047433,531,"+","13046903-13047433"
"36462","AT5G34848","5",13055898,13056920,1023,"+","13055898-13056920"
"36463","AT5G34849","5",13070534,13074757,4224,"+","13070534-13074757"
"36464","AT5G34850","5",13108154,13111631,3478,"-","13108154-13111631"
"36465","AT5G34851","5",13086817,13091997,5181,"+","13086817-13091997"
"36466","AT5G34852","5",13101334,13101579,246,"-","13101334-13101579"
"36467","AT5G34853","5",13103678,13107090,3413,"+","13103678-13107090"
"36468","AT5G34854","5",13115071,13117684,2614,"+","13115071-13117684"
"36469","AT5G34855","5",13120188,13121596,1409,"-","13120188-13121596"
"36470","AT5G34856","5",13121990,13128286,6297,"-","13121990-13128286"
"36471","AT5G34857","5",13128440,13129606,1167,"+","13128440-13129606"
"36472","AT5G34858","5",13134876,13136513,1638,"-","13134876-13136513"
"36473","AT5G34859","5",13137439,13137777,339,"+","13137439-13137777"
"36474","AT5G34860","5",13182692,13184771,2080,"-","13182692-13184771"
"36475","AT5G34861","5",13141757,13142246,490,"+","13141757-13142246"
"36476","AT5G34862","5",13143974,13147606,3633,"-","13143974-13147606"
"36477","AT5G34863","5",13148459,13152499,4041,"+","13148459-13152499"
"36478","AT5G34864","5",13158220,13161939,3720,"+","13158220-13161939"
"36479","AT5G34865","5",13163922,13165382,1461,"+","13163922-13165382"
"36480","AT5G34866","5",13167719,13169344,1626,"+","13167719-13169344"
"36481","AT5G34867","5",13171123,13176186,5064,"+","13171123-13176186"
"36482","AT5G34868","5",13177600,13180050,2451,"-","13177600-13180050"
"36483","AT5G34869","5",13061035,13062230,1196,"+","13061035-13062230"
"36484","AT5G34870","5",13185521,13187946,2426,"+","13185521-13187946"
"36485","AT5G34871","5",13085037,13086565,1529,"+","13085037-13086565"
"36486","AT5G34880","5",13193400,13195209,1810,"+","13193400-13195209"
"36487","AT5G34881","5",13197652,13197999,348,"+","13197652-13197999"
"36488","AT5G34882","5",13195705,13196052,348,"+","13195705-13196052"
"36489","AT5G34883","5",13199598,13199945,348,"+","13199598-13199945"
"36490","AT5G34885","5",13201475,13202185,711,"+","13201475-13202185"
"36491","AT5G34887","5",13203494,13203841,348,"+","13203494-13203841"
"36492","AT5G34890","5",13206340,13208918,2579,"+","13206340-13208918"
"36493","AT5G34895","5",13209814,13211899,2086,"-","13209814-13211899"
"36494","AT5G34900","5",13214696,13219362,4667,"-","13214696-13219362"
"36495","AT5G34903","5",13221190,13221537,348,"+","13221190-13221537"
"36496","AT5G34905","5",13223133,13223480,348,"+","13223133-13223480"
"36497","AT5G34908","5",13225067,13225315,249,"+","13225067-13225315"
"36498","AT5G34910","5",13226058,13226321,264,"+","13226058-13226321"
"36499","AT5G34920","5",13227195,13227825,631,"+","13227195-13227825"
"36500","AT5G34925","5",13228857,13229660,804,"-","13228857-13229660"
"36501","AT5G34930","5",13233374,13235567,2194,"+","13233374-13235567"
"36502","AT5G34940","5",13235829,13238457,2629,"-","13235829-13238457"
"36505","AT5G34945","5",13241999,13242745,747,"-","13241999-13242745"
"36506","AT5G34950","5",13244557,13245839,1283,"-","13244557-13245839"
"36507","AT5G34960","5",13246527,13251225,4699,"-","13246527-13251225"
"36508","AT5G34965","5",13253349,13258229,4881,"-","13253349-13258229"
"36509","AT5G34970","5",13259324,13261366,2043,"+","13259324-13261366"
"36510","AT5G34980","5",13262204,13262687,484,"+","13262204-13262687"
"36511","AT5G34985","5",13264941,13270577,5637,"-","13264941-13270577"
"36512","AT5G34990","5",13271933,13274842,2910,"+","13271933-13274842"
"36513","AT5G35000","5",13275208,13275881,674,"+","13275208-13275881"
"36514","AT5G35010","5",13276671,13277363,693,"+","13276671-13277363"
"36515","AT5G35020","5",13278167,13278445,279,"+","13278167-13278445"
"36516","AT5G35021","5",13278855,13279796,942,"-","13278855-13279796"
"36517","AT5G35023","5",13280387,13283296,2910,"-","13280387-13283296"
"36518","AT5G35025","5",13285645,13289722,4078,"+","13285645-13289722"
"36519","AT5G35030","5",13291122,13291848,727,"-","13291122-13291848"
"36520","AT5G35035","5",13293160,13293678,519,"-","13293160-13293678"
"36521","AT5G35040","5",13294026,13295042,1017,"+","13294026-13295042"
"36522","AT5G35045","5",13295472,13298304,2833,"-","13295472-13298304"
"36523","AT5G35046","5",13301420,13304806,3387,"+","13301420-13304806"
"36524","AT5G35048","5",13305469,13306464,996,"+","13305469-13306464"
"36525","AT5G35050","5",13311036,13311854,819,"-","13311036-13311854"
"36526","AT5G35052","5",13315155,13318790,3636,"-","13315155-13318790"
"36527","AT5G35057","5",13320517,13326651,6135,"-","13320517-13326651"
"36528","AT5G35061","5",13327814,13328383,570,"-","13327814-13328383"
"36529","AT5G35065","5",13328413,13330548,2136,"-","13328413-13330548"
"36530","AT5G35066","5",13332537,13332650,114,"-","13332537-13332650"
"36531","AT5G35069","5",13336475,13336657,183,"+","13336475-13336657"
"36533","AT5G35073","5",13340657,13341994,1338,"-","13340657-13341994"
"36534","AT5G35076","5",13348106,13353283,5178,"+","13348106-13353283"
"36535","AT5G35080","5",13354273,13356817,2545,"-","13354273-13356817"
"36536","AT5G35090","5",13358414,13359088,675,"+","13358414-13359088"
"36537","AT5G35100","5",13360283,13361389,1107,"-","13360283-13361389"
"36539","AT5G35110","5",13363937,13364275,339,"-","13363937-13364275"
"36540","AT5G35111","5",13366072,13367241,1170,"-","13366072-13367241"
"36541","AT5G35113","5",13373579,13378239,4661,"-","13373579-13378239"
"36542","AT5G35116","5",13379836,13381935,2100,"+","13379836-13381935"
"36543","AT5G35118","5",13384737,13385442,706,"-","13384737-13385442"
"36544","AT5G35120","5",13386852,13387175,324,"-","13386852-13387175"
"36545","AT5G35130","5",13390729,13392273,1545,"-","13390729-13392273"
"36546","AT5G35140","5",13394308,13396013,1706,"+","13394308-13396013"
"36547","AT5G35142","5",13397089,13399881,2793,"+","13397089-13399881"
"36548","AT5G35145","5",13400552,13402834,2283,"+","13400552-13402834"
"36549","AT5G35146","5",13404008,13404991,984,"+","13404008-13404991"
"36550","AT5G35148","5",13405610,13407178,1569,"+","13405610-13407178"
"36551","AT5G35150","5",13410611,13412704,2094,"+","13410611-13412704"
"36552","AT5G35160","5",13414751,13417265,2515,"+","13414751-13417265"
"36555","AT5G35170","5",13419166,13423746,4581,"+","13419166-13423746"
"36557","AT5G35180","5",13424418,13433018,8601,"+","13424418-13433018"
"36560","AT5G35190","5",13434181,13435167,987,"+","13434181-13435167"
"36561","AT5G35195","5",13449573,13449749,177,"-","13449573-13449749"
"36562","AT5G35200","5",13462162,13466051,3890,"-","13462162-13466051"
"36563","AT5G35205","5",13466904,13471592,4689,"-","13466904-13471592"
"36564","AT5G35207","5",13471730,13472482,753,"-","13471730-13472482"
"36565","AT5G35210","5",13474196,13482591,8396,"-","13474196-13482591"
"36567","AT5G35220","5",13484431,13487584,3154,"-","13484431-13487584"
"36568","AT5G35230","5",13489978,13491673,1696,"-","13489978-13491673"
"36569","AT5G35240","5",13495594,13497910,2317,"+","13495594-13497910"
"36570","AT5G35250","5",13501485,13503772,2288,"+","13501485-13503772"
"36571","AT5G35260","5",13504638,13505971,1334,"+","13504638-13505971"
"36572","AT5G35270","5",13507448,13508381,934,"+","13507448-13508381"
"36573","AT5G35280","5",13509622,13510530,909,"+","13509622-13510530"
"36574","AT5G35290","5",13517887,13518306,420,"-","13517887-13518306"
"36575","AT5G35300","5",13518317,13518949,633,"+","13518317-13518949"
"36577","AT5G35320","5",13521779,13523425,1647,"+","13521779-13523425"
"36580","AT5G35330","5",13523475,13525787,2313,"-","13523475-13525787"
"36581","AT5G35331","5",13526418,13531682,5265,"-","13526418-13531682"
"36582","AT5G35332","5",13532432,13536037,3606,"+","13532432-13536037"
"36583","AT5G35334","5",13537917,13538984,1068,"+","13537917-13538984"
"36584","AT5G35336","5",13543157,13544446,1290,"+","13543157-13544446"
"36585","AT5G35337","5",13545609,13546581,973,"-","13545609-13546581"
"36587","AT5G35339","5",13552638,13552951,314,"+","13552638-13552951"
"36588","AT5G35340","5",13562792,13565902,3111,"+","13562792-13565902"
"36589","AT5G35341","5",13554778,13557670,2893,"+","13554778-13557670"
"36590","AT5G35344","5",13568729,13569617,889,"+","13568729-13569617"
"36591","AT5G35348","5",13569958,13570614,657,"+","13569958-13570614"
"36592","AT5G35353","5",13571676,13573328,1653,"-","13571676-13573328"
"36593","AT5G35354","5",13573968,13576078,2111,"-","13573968-13576078"
"36594","AT5G35356","5",13578381,13579247,867,"+","13578381-13579247"
"36596","AT5G35360","5",13584158,13588496,4339,"+","13584158-13588496"
"36598","AT5G35370","5",13588433,13591271,2839,"-","13588433-13591271"
"36599","AT5G35375","5",13592255,13593149,895,"+","13592255-13593149"
"36600","AT5G35380","5",13593429,13596293,2865,"-","13593429-13596293"
"36601","AT5G35390","5",13596873,13598976,2104,"+","13596873-13598976"
"36602","AT5G35400","5",13599220,13602266,3047,"-","13599220-13602266"
"36604","AT5G35405","5",13604162,13604726,565,"-","13604162-13604726"
"36605","AT5G35407","5",13611798,13611932,135,"+","13611798-13611932"
"36606","AT5G35410","5",13634454,13638297,3844,"+","13634454-13638297"
"36607","AT5G35413","5",13639182,13643273,4092,"-","13639182-13643273"
"36608","AT5G35416","5",13644789,13649513,4725,"-","13644789-13649513"
"36609","AT5G35420","5",13655195,13655937,743,"-","13655195-13655937"
"36610","AT5G35425","5",13659849,13660734,886,"-","13659849-13660734"
"36611","AT5G35430","5",13661923,13666015,4093,"+","13661923-13666015"
"36612","AT5G35450","5",13667686,13671184,3499,"+","13667686-13671184"
"36613","AT5G35460","5",13672539,13674739,2201,"+","13672539-13674739"
"36614","AT5G35470","5",13682476,13682748,273,"-","13682476-13682748"
"36615","AT5G35475","5",13686252,13687326,1075,"-","13686252-13687326"
"36616","AT5G35480","5",13689204,13689558,355,"-","13689204-13689558"
"36617","AT5G35490","5",13689817,13690548,732,"+","13689817-13690548"
"36618","AT5G35495","5",13694865,13698386,3522,"+","13694865-13698386"
"36619","AT5G35510","5",13699830,13700036,207,"+","13699830-13700036"
"36620","AT5G35520","5",13701396,13703125,1730,"+","13701396-13703125"
"36621","AT5G35525","5",13707084,13707955,872,"+","13707084-13707955"
"36622","AT5G35526","5",13708801,13708911,111,"-","13708801-13708911"
"36623","AT5G35530","5",13710111,13712288,2178,"-","13710111-13712288"
"36624","AT5G35535","5",13713460,13719312,5853,"+","13713460-13719312"
"36625","AT5G35540","5",13722137,13722993,857,"+","13722137-13722993"
"36626","AT5G35550","5",13726743,13727860,1118,"+","13726743-13727860"
"36627","AT5G35555","5",13736245,13740702,4458,"-","13736245-13740702"
"36628","AT5G35560","5",13742109,13748312,6204,"-","13742109-13748312"
"36629","AT5G35570","5",13749711,13753458,3748,"-","13749711-13753458"
"36630","AT5G35575","5",13756128,13758995,2868,"-","13756128-13758995"
"36631","AT5G35580","5",13761965,13763944,1980,"+","13761965-13763944"
"36632","AT5G35590","5",13765138,13767823,2686,"-","13765138-13767823"
"36633","AT5G35600","5",13770121,13771712,1592,"-","13770121-13771712"
"36634","AT5G35601","5",13776348,13777103,756,"-","13776348-13777103"
"36635","AT5G35602","5",13779115,13784340,5226,"+","13779115-13784340"
"36637","AT5G35603","5",13785225,13786280,1056,"-","13785225-13786280"
"36639","AT5G35604","5",13788205,13789345,1141,"-","13788205-13789345"
"36640","AT5G35605","5",13805982,13806054,73,"-","13805982-13806054"
"36641","AT5G35606","5",13791080,13794238,3159,"+","13791080-13794238"
"36642","AT5G35607","5",13795196,13796686,1491,"-","13795196-13796686"
"36643","AT5G35608","5",13798471,13800663,2193,"+","13798471-13800663"
"36644","AT5G35610","5",13819506,13820293,788,"-","13819506-13820293"
"36645","AT5G35615","5",13821824,13823683,1860,"-","13821824-13823683"
"36646","AT5G35620","5",13824705,13826391,1687,"-","13824705-13826391"
"36648","AT5G35630","5",13830429,13833451,3023,"+","13830429-13833451"
"36651","AT5G35631","5",13833708,13833929,222,"-","13833708-13833929"
"36652","AT5G35640","5",13834633,13835606,974,"+","13834633-13835606"
"36653","AT5G35643","5",13836115,13843155,7041,"+","13836115-13843155"
"36654","AT5G35646","5",13843961,13844653,693,"+","13843961-13844653"
"36655","AT5G35650","5",13845628,13846092,465,"+","13845628-13846092"
"36656","AT5G35655","5",13846651,13847587,937,"-","13846651-13847587"
"36657","AT5G35657","5",13848348,13851110,2763,"-","13848348-13851110"
"36658","AT5G35660","5",13852390,13853717,1328,"-","13852390-13853717"
"36659","AT5G35670","5",13856103,13858059,1957,"+","13856103-13858059"
"36660","AT5G35680","5",13857921,13859013,1093,"-","13857921-13859013"
"36663","AT5G35688","5",13864215,13864367,153,"-","13864215-13864367"
"36664","AT5G35690","5",13864852,13868238,3387,"-","13864852-13868238"
"36665","AT5G35695","5",13869120,13869941,822,"+","13869120-13869941"
"36666","AT5G35698","5",13871715,13871948,234,"+","13871715-13871948"
"36667","AT5G35700","5",13872535,13876857,4323,"-","13872535-13876857"
"36668","AT5G35710","5",13877523,13878400,878,"+","13877523-13878400"
"36669","AT5G35715","5",13881222,13882937,1716,"+","13881222-13882937"
"36670","AT5G35720","5",13884063,13885277,1215,"-","13884063-13885277"
"36671","AT5G35725","5",13885445,13890247,4803,"+","13885445-13890247"
"36672","AT5G35730","5",13893707,13896974,3268,"+","13893707-13896974"
"36673","AT5G35732","5",13897940,13898387,448,"+","13897940-13898387"
"36674","AT5G35735","5",13900752,13902997,2246,"-","13900752-13902997"
"36675","AT5G35736","5",13905836,13906798,963,"+","13905836-13906798"
"36676","AT5G35737","5",13907164,13907535,372,"+","13907164-13907535"
"36677","AT5G35738","5",13909371,13909688,318,"+","13909371-13909688"
"36678","AT5G35740","5",13910418,13911160,743,"-","13910418-13911160"
"36679","AT5G35750","5",13911371,13916337,4967,"-","13911371-13916337"
"36680","AT5G35753","5",13922569,13925272,2704,"-","13922569-13925272"
"36681","AT5G35756","5",13926081,13931885,5805,"-","13926081-13931885"
"36682","AT5G35760","5",13934108,13934782,675,"+","13934108-13934782"
"36683","AT5G35770","5",13936086,13940867,4782,"-","13936086-13940867"
"36684","AT5G35775","5",13945014,13947770,2757,"+","13945014-13947770"
"36685","AT5G35777","5",13949228,13953802,4575,"+","13949228-13953802"
"36686","AT5G35780","5",13955413,13956421,1009,"+","13955413-13956421"
"36687","AT5G35790","5",13956690,13959753,3064,"-","13956690-13959753"
"36688","AT5G35791","5",13961411,13963498,2088,"+","13961411-13963498"
"36689","AT5G35792","5",13964643,13965218,576,"+","13964643-13965218"
"36690","AT5G35794","5",13965556,13968112,2557,"-","13965556-13968112"
"36691","AT5G35796","5",13968537,13969932,1396,"-","13968537-13969932"
"36692","AT5G35798","5",13972007,13972578,572,"-","13972007-13972578"
"36693","AT5G35800","5",13975327,13975854,528,"-","13975327-13975854"
"36694","AT5G35802","5",13978447,13980051,1605,"-","13978447-13980051"
"36695","AT5G35805","5",13983310,13983651,342,"-","13983310-13983651"
"36696","AT5G35810","5",13993428,13994549,1122,"-","13993428-13994549"
"36697","AT5G35820","5",13995483,13999511,4029,"+","13995483-13999511"
"36698","AT5G35830","5",14000313,14001416,1104,"-","14000313-14001416"
"36699","AT5G35840","5",14007826,14011764,3939,"+","14007826-14011764"
"36700","AT5G35860","5",14018386,14018925,540,"-","14018386-14018925"
"36701","AT5G35870","5",14021022,14021612,591,"+","14021022-14021612"
"36702","AT5G35880","5",14022866,14023024,159,"-","14022866-14023024"
"36703","AT5G35890","5",14025863,14026726,864,"-","14025863-14026726"
"36704","AT5G35900","5",14028682,14029426,745,"+","14028682-14029426"
"36705","AT5G35910","5",14029686,14035493,5808,"-","14029686-14035493"
"36706","AT5G35912","5",14037231,14038922,1692,"-","14037231-14038922"
"36707","AT5G35914","5",14042641,14043894,1254,"+","14042641-14043894"
"36708","AT5G35915","5",14044866,14045859,994,"+","14044866-14045859"
"36709","AT5G35917","5",14049123,14051128,2006,"+","14049123-14051128"
"36710","AT5G35918","5",14051737,14052722,986,"+","14051737-14052722"
"36711","AT5G35920","5",14056437,14056904,468,"+","14056437-14056904"
"36712","AT5G35923","5",14059149,14059757,609,"+","14059149-14059757"
"36713","AT5G35926","5",14062676,14065706,3031,"+","14062676-14065706"
"36714","AT5G35930","5",14066992,14074751,7760,"-","14066992-14074751"
"36715","AT5G35932","5",14076250,14078050,1801,"+","14076250-14078050"
"36716","AT5G35935","5",14083388,14089891,6504,"-","14083388-14089891"
"36717","AT5G35940","5",14090825,14092977,2153,"+","14090825-14092977"
"36718","AT5G35945","5",14093675,14094277,603,"+","14093675-14094277"
"36719","AT5G35950","5",14104943,14106764,1822,"+","14104943-14106764"
"36720","AT5G35960","5",14108524,14110536,2013,"-","14108524-14110536"
"36721","AT5G35965","5",14113311,14117927,4617,"-","14113311-14117927"
"36722","AT5G35970","5",14118876,14123340,4465,"-","14118876-14123340"
"36724","AT5G35980","5",14127984,14136324,8341,"+","14127984-14136324"
"36726","AT5G35995","5",14136590,14138514,1925,"-","14136590-14138514"
"36727","AT5G36000","5",14139996,14141892,1897,"+","14139996-14141892"
"36729","AT5G36001","5",14141641,14143436,1796,"+","14141641-14143436"
"36730","AT5G36002","5",14141898,14143241,1344,"-","14141898-14143241"
"36732","AT5G36005","5",14144014,14149194,5181,"+","14144014-14149194"
"36733","AT5G36010","5",14153202,14154092,891,"+","14153202-14154092"
"36734","AT5G36015","5",14156684,14157622,939,"-","14156684-14157622"
"36735","AT5G36020","5",14159321,14162948,3628,"+","14159321-14162948"
"36736","AT5G36030","5",14163044,14164523,1480,"+","14163044-14164523"
"36737","AT5G36035","5",14166593,14167380,788,"-","14166593-14167380"
"36738","AT5G36040","5",14168629,14169362,734,"+","14168629-14169362"
"36739","AT5G36050","5",14169978,14170985,1008,"+","14169978-14170985"
"36740","AT5G36060","5",14171715,14172280,566,"+","14171715-14172280"
"36741","AT5G36070","5",14172853,14173735,883,"+","14172853-14173735"
"36742","AT5G36075","5",14177277,14180402,3126,"-","14177277-14180402"
"36743","AT5G36080","5",14184423,14185277,855,"+","14184423-14185277"
"36744","AT5G36090","5",14189058,14189956,899,"+","14189058-14189956"
"36745","AT5G36100","5",14191711,14194054,2344,"-","14191711-14194054"
"36747","AT5G36110","5",14195377,14197613,2237,"+","14195377-14197613"
"36748","AT5G36120","5",14198587,14199243,657,"-","14198587-14199243"
"36749","AT5G36125","5",14204409,14208495,4087,"+","14204409-14208495"
"36750","AT5G36130","5",14209293,14209811,519,"-","14209293-14209811"
"36751","AT5G36140","5",14212212,14213259,1048,"-","14212212-14213259"
"36752","AT5G36150","5",14220737,14225422,4686,"-","14220737-14225422"
"36753","AT5G36160","5",14233110,14235151,2042,"-","14233110-14235151"
"36754","AT5G36170","5",14235876,14238026,2151,"-","14235876-14238026"
"36757","AT5G36180","5",14239028,14242135,3108,"+","14239028-14242135"
"36758","AT5G36185","5",14242543,14243058,516,"+","14242543-14243058"
"36759","AT5G36190","5",14243109,14243546,438,"-","14243109-14243546"
"36760","AT5G36200","5",14244106,14246296,2191,"-","14244106-14246296"
"36761","AT5G36210","5",14247913,14253295,5383,"-","14247913-14253295"
"36762","AT5G36220","5",14253690,14256033,2344,"-","14253690-14256033"
"36763","AT5G36223","5",14256389,14259253,2865,"-","14256389-14259253"
"36764","AT5G36226","5",14268570,14271006,2437,"+","14268570-14271006"
"36765","AT5G36228","5",14271349,14273258,1910,"+","14271349-14273258"
"36766","AT5G36230","5",14273384,14277026,3643,"+","14273384-14277026"
"36767","AT5G36240","5",14277972,14278924,953,"-","14277972-14278924"
"36768","AT5G36250","5",14282103,14284581,2479,"+","14282103-14284581"
"36769","AT5G36260","5",14284955,14288333,3379,"-","14284955-14288333"
"36770","AT5G36270","5",14292931,14293584,654,"+","14292931-14293584"
"36771","AT5G36275","5",14295283,14297046,1764,"-","14295283-14297046"
"36772","AT5G36280","5",14299235,14299462,228,"-","14299235-14299462"
"36773","AT5G36290","5",14302739,14305176,2438,"+","14302739-14305176"
"36775","AT5G36293","5",14306524,14307036,513,"-","14306524-14307036"
"36776","AT5G36296","5",14309408,14312221,2814,"+","14309408-14312221"
"36777","AT5G36297","5",14315808,14316053,246,"+","14315808-14316053"
"36778","AT5G36300","5",14320668,14322426,1759,"+","14320668-14322426"
"36779","AT5G36310","5",14324711,14325058,348,"-","14324711-14325058"
"36780","AT5G36320","5",14326901,14327257,357,"-","14326901-14327257"
"36781","AT5G36330","5",14329098,14330209,1112,"-","14329098-14330209"
"36782","AT5G36340","5",14331286,14331633,348,"-","14331286-14331633"
"36783","AT5G36350","5",14333473,14333829,357,"-","14333473-14333829"
"36784","AT5G36360","5",14335668,14336024,357,"-","14335668-14336024"
"36785","AT5G36370","5",14337865,14338221,357,"-","14337865-14338221"
"36786","AT5G36380","5",14340062,14340418,357,"-","14340062-14340418"
"36787","AT5G36390","5",14342257,14342613,357,"-","14342257-14342613"
"36788","AT5G36400","5",14344452,14344808,357,"-","14344452-14344808"
"36789","AT5G36410","5",14346647,14347003,357,"-","14346647-14347003"
"36790","AT5G36420","5",14348842,14349198,357,"-","14348842-14349198"
"36791","AT5G36430","5",14351037,14351393,357,"-","14351037-14351393"
"36792","AT5G36440","5",14353233,14353589,357,"-","14353233-14353589"
"36793","AT5G36450","5",14355430,14355786,357,"-","14355430-14355786"
"36794","AT5G36460","5",14357626,14357982,357,"-","14357626-14357982"
"36795","AT5G36470","5",14359687,14360179,493,"-","14359687-14360179"
"36796","AT5G36480","5",14362020,14362376,357,"-","14362020-14362376"
"36797","AT5G36490","5",14364217,14364573,357,"-","14364217-14364573"
"36798","AT5G36500","5",14366414,14366770,357,"-","14366414-14366770"
"36799","AT5G36510","5",14368612,14368968,357,"-","14368612-14368968"
"36800","AT5G36520","5",14370814,14371170,357,"-","14370814-14371170"
"36801","AT5G36530","5",14373008,14373364,357,"-","14373008-14373364"
"36802","AT5G36540","5",14375201,14375557,357,"-","14375201-14375557"
"36803","AT5G36550","5",14377394,14377750,357,"-","14377394-14377750"
"36804","AT5G36650","5",14380268,14380744,477,"-","14380268-14380744"
"36805","AT5G36655","5",14380888,14383080,2193,"+","14380888-14383080"
"36806","AT5G36657","5",14383877,14384176,300,"-","14383877-14384176"
"36807","AT5G36658","5",14386072,14386428,357,"-","14386072-14386428"
"36808","AT5G36659","5",14388322,14388621,300,"-","14388322-14388621"
"36809","AT5G36660","5",14396688,14399025,2338,"+","14396688-14399025"
"36810","AT5G36661","5",14390429,14390785,357,"-","14390429-14390785"
"36811","AT5G36662","5",14392619,14392975,357,"-","14392619-14392975"
"36812","AT5G36670","5",14401491,14406427,4937,"+","14401491-14406427"
"36813","AT5G36680","5",14406802,14409137,2336,"-","14406802-14409137"
"36814","AT5G36685","5",14413694,14414168,475,"+","14413694-14414168"
"36815","AT5G36690","5",14415185,14417288,2104,"-","14415185-14417288"
"36817","AT5G36700","5",14421635,14424490,2856,"-","14421635-14424490"
"36820","AT5G36710","5",14425265,14426109,845,"-","14425265-14426109"
"36821","AT5G36720","5",14429661,14429924,264,"-","14429661-14429924"
"36822","AT5G36722","5",14431599,14432216,618,"-","14431599-14432216"
"36823","AT5G36730","5",14436317,14437549,1233,"+","14436317-14437549"
"36824","AT5G36732","5",14443852,14446824,2973,"+","14443852-14446824"
"36825","AT5G36734","5",14447373,14448214,842,"+","14447373-14448214"
"36826","AT5G36736","5",14448812,14449312,501,"-","14448812-14449312"
"36827","AT5G36737","5",14455987,14458324,2338,"+","14455987-14458324"
"36828","AT5G36738","5",14449728,14450084,357,"-","14449728-14450084"
"36829","AT5G36739","5",14451918,14452274,357,"-","14451918-14452274"
"36830","AT5G36740","5",14460790,14465727,4938,"+","14460790-14465727"
"36831","AT5G36770","5",14466102,14468486,2385,"-","14466102-14468486"
"36832","AT5G36775","5",14472990,14473448,459,"+","14472990-14473448"
"36833","AT5G36780","5",14474485,14476588,2104,"-","14474485-14476588"
"36836","AT5G36790","5",14480935,14483790,2856,"-","14480935-14483790"
"36837","AT5G36800","5",14484565,14485409,845,"-","14484565-14485409"
"36838","AT5G36805","5",14488961,14489224,264,"-","14488961-14489224"
"36839","AT5G36810","5",14490770,14491516,747,"-","14490770-14491516"
"36840","AT5G36820","5",14495617,14496849,1233,"+","14495617-14496849"
"36841","AT5G36825","5",14503152,14506090,2939,"+","14503152-14506090"
"36842","AT5G36830","5",14506673,14507514,842,"+","14506673-14507514"
"36843","AT5G36840","5",14508087,14510203,2117,"-","14508087-14510203"
"36844","AT5G36850","5",14511170,14511865,696,"-","14511170-14511865"
"36845","AT5G36860","5",14512231,14517109,4879,"-","14512231-14517109"
"36846","AT5G36870","5",14518316,14533930,15615,"+","14518316-14533930"
"36848","AT5G36880","5",14534700,14540245,5546,"-","14534700-14540245"
"36850","AT5G36890","5",14542026,14546230,4205,"-","14542026-14546230"
"36851","AT5G36900","5",14546924,14548203,1280,"+","14546924-14548203"
"36852","AT5G36903","5",14555138,14555523,386,"+","14555138-14555523"
"36853","AT5G36904","5",14556141,14556625,485,"+","14556141-14556625"
"36854","AT5G36905","5",14557798,14560184,2387,"+","14557798-14560184"
"36855","AT5G36910","5",14561817,14562750,934,"-","14561817-14562750"
"36856","AT5G36920","5",14564392,14564971,580,"-","14564392-14564971"
"36857","AT5G36925","5",14565813,14566244,432,"-","14565813-14566244"
"36858","AT5G36930","5",14567622,14572630,5009,"-","14567622-14572630"
"36860","AT5G36935","5",14574600,14584700,10101,"+","14574600-14584700"
"36861","AT5G36937","5",14586128,14586835,708,"-","14586128-14586835"
"36862","AT5G36940","5",14590166,14594384,4219,"+","14590166-14594384"
"36863","AT5G36950","5",14594981,14598371,3391,"+","14594981-14598371"
"36864","AT5G36960","5",14598693,14599988,1296,"+","14598693-14599988"
